County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
Autauga County,Alabama,75.7292435880376,01,001,9.3
Baldwin County,Alabama,77.9271776584132,01,003,8.1
Barbour County,Alabama,75.726345615993,01,005,10.0
Bibb County,Alabama,73.8549042153188,01,007,8.5
Blount County,Alabama,75.7031620249924,01,009,8.5
Bullock County,Alabama,74.5147146410295,01,011,6.7
Butler County,Alabama,74.0029270174073,01,013,8.2
Calhoun County,Alabama,73.7720318613506,01,015,11.1
Chambers County,Alabama,74.4618272098825,01,017,8.9
Cherokee County,Alabama,74.9073645339479,01,019,7.7
Chilton County,Alabama,74.1680381073103,01,021,9.0
Choctaw County,Alabama,75.0330369420346,01,023,8.3
Clarke County,Alabama,75.3627746026001,01,025,8.4
Clay County,Alabama,74.5556200097281,01,027,8.0
Cleburne County,Alabama,74.0892819227667,01,029,8.1
Coffee County,Alabama,76.8920779757569,01,031,9.7
Colbert County,Alabama,74.7919396971864,01,033,8.5
Conecuh County,Alabama,73.9629702481659,01,035,10.1
Coosa County,Alabama,75.1116367329605,01,037,7.7
Covington County,Alabama,75.0377160434361,01,039,8.2
Crenshaw County,Alabama,74.4090115093279,01,041,8.5
Cullman County,Alabama,75.0285246631596,01,043,8.9
Dale County,Alabama,76.2376078137941,01,045,10.5
Dallas County,Alabama,72.3485612905477,01,047,9.5
DeKalb County,Alabama,74.9900686798499,01,049,8.7
Elmore County,Alabama,75.972036154942,01,051,10.3
Escambia County,Alabama,74.0158797821032,01,053,8.6
Etowah County,Alabama,73.2531150461842,01,055,9.0
Fayette County,Alabama,74.2005416942204,01,057,8.8
Franklin County,Alabama,73.4441492092538,01,059,10.0
Geneva County,Alabama,75.2391510545445,01,061,7.9
Greene County,Alabama,74.6190084135484,01,063,10.6
Hale County,Alabama,74.1705015045921,01,065,9.4
Henry County,Alabama,75.8618642097371,01,067,8.4
Houston County,Alabama,76.6654865118704,01,069,8.4
Jackson County,Alabama,73.8971307190983,01,071,7.8
Jefferson County,Alabama,74.9923234793925,01,073,10.0
Lamar County,Alabama,74.6375257695077,01,075,7.8
Lauderdale County,Alabama,76.3717334494033,01,077,11.0
Lawrence County,Alabama,74.0874083511881,01,079,9.4
Lee County,Alabama,77.5552230695894,01,081,21.4
Limestone County,Alabama,77.5349339425497,01,083,8.2
Lowndes County,Alabama,72.5169545782714,01,085,9.8
Macon County,Alabama,73.472029298343,01,087,18.0
Madison County,Alabama,77.7777375113583,01,089,10.7
Marengo County,Alabama,74.31817729379,01,091,9.1
Marion County,Alabama,74.3185965980805,01,093,7.7
Marshall County,Alabama,74.2594225666453,01,095,9.3
Mobile County,Alabama,74.9254454523935,01,097,10.2
Monroe County,Alabama,75.3055057626381,01,099,8.8
Montgomery County,Alabama,76.0363412800295,01,101,12.0
Morgan County,Alabama,75.7692598409346,01,103,8.9
Perry County,Alabama,72.0683801705565,01,105,14.0
Pickens County,Alabama,74.4214021607815,01,107,9.2
Pike County,Alabama,75.324182967647,01,109,21.1
Randolph County,Alabama,74.4748298659528,01,111,9.0
Russell County,Alabama,74.2849040636452,01,113,9.3
Saint Clair County,Alabama,75.1409064937624,01,115,8.4
Shelby County,Alabama,79.6179282707985,01,117,8.0
Sumter County,Alabama,74.3938821811206,01,119,16.6
Talladega County,Alabama,73.5547810443691,01,121,8.8
Tallapoosa County,Alabama,75.2700066121829,01,123,8.0
Tuscaloosa County,Alabama,75.9567690035619,01,125,20.0
Walker County,Alabama,71.0086526303479,01,127,8.4
Washington County,Alabama,74.7671249776603,01,129,8.9
Wilcox County,Alabama,72.1727031543216,01,131,9.1
Winston County,Alabama,74.1868543786886,01,133,7.7
Anchorage Municipality,Alaska,78.7324733774199,02,020,12.0
Bethel Census Area,Alaska,72.9375771624196,02,050,11.6
Bristol Bay Borough,Alaska,75.4523499871574,02,060,5.4
Fairbanks North Star Borough,Alaska,79.1951142874763,02,090,15.0
Haines Borough,Alaska,79.7853560050767,02,100,5.0
Juneau City and Borough,Alaska,79.6549904893737,02,110,9.2
Kenai Peninsula Borough,Alaska,78.364214012236,02,122,8.9
Kodiak Island Borough,Alaska,78.9325295918541,02,150,12.2
Matanuska-Susitna Borough,Alaska,78.153605044223,02,170,8.7
Nome Census Area,Alaska,71.2209696012473,02,180,11.5
North Slope Borough,Alaska,75.1130295005676,02,185,11.1
Sitka City and Borough,Alaska,79.6650631553651,02,220,8.3
Southeast Fairbanks Census Area,Alaska,77.5612030905116,02,240,8.9
Valdez-Cordova Census Area,Alaska,77.7789732408076,02,261,7.0
Wade Hampton Census Area,Alaska,69.3213264483902,02,270,14.4
Northwest Arctic Borough,Alaska,73.3099569505481,02,188,14.2
Aleutians East Borough,Alaska,83.2497136811526,02,013,14.5
Aleutians West Census Area,Alaska,83.2497136811526,02,016,13.4
Dillingham Census Area,Alaska,73.8738696625887,02,070,12.0
Lake and Peninsula Borough,Alaska,73.8738696625887,02,164,8.8
Denali Borough,Alaska,73.4675000952053,02,068,9.5
Yukon-Koyukuk Census Area,Alaska,73.4675000952053,02,290,10.4
Hoonah-Angoon Census Area,Alaska,80.4521604465035,02,105,5.6
Skagway Municipality,Alaska,80.4521604465035,02,230,8.7
Yakutat City and Borough,Alaska,80.4521604465035,02,282,7.6
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,10.0
Petersburg Borough,Alaska,78.2747578732582,02,195,7.5
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,8.5
Wrangell City and Borough,Alaska,78.2747578732582,02,275,5.1
Apache County,Arizona,73.8561214396708,04,001,10.8
Cochise County,Arizona,78.5680603010476,04,003,10.7
Coconino County,Arizona,79.1193751512235,04,005,17.5
Gila County,Arizona,75.6097304830814,04,007,7.9
Graham County,Arizona,77.4622342675031,04,009,12.4
Greenlee County,Arizona,78.7507827120149,04,011,8.1
Maricopa County,Arizona,80.2124326116695,04,013,10.3
Mohave County,Arizona,75.5591104853809,04,015,7.1
Navajo County,Arizona,75.2738330677208,04,017,10.0
Pima County,Arizona,79.2757506659015,04,019,11.3
Pinal County,Arizona,80.7659844558082,04,021,8.7
Santa Cruz County,Arizona,82.0373373185342,04,023,9.2
Yavapai County,Arizona,78.7874029147685,04,025,7.8
La Paz County,Arizona,81.3521675862137,04,012,5.5
Yuma County,Arizona,81.3521675862137,04,027,12.4
Arkansas County,Arkansas,74.1112858269703,05,001,8.2
Ashley County,Arkansas,74.722530526701,05,003,7.8
Baxter County,Arkansas,76.2503312773737,05,005,6.0
Benton County,Arkansas,79.4131254615631,05,007,8.6
Boone County,Arkansas,76.6663467075271,05,009,7.9
Bradley County,Arkansas,73.9859323033062,05,011,9.3
Calhoun County,Arkansas,75.1966838611123,05,013,11.2
Carroll County,Arkansas,77.1456627462798,05,015,8.1
Chicot County,Arkansas,73.5503670607376,05,017,9.5
Clark County,Arkansas,75.3636248057106,05,019,22.8
Clay County,Arkansas,73.5541248348346,05,021,8.2
Cleburne County,Arkansas,76.6484655444559,05,023,7.4
Cleveland County,Arkansas,75.4329581994689,05,025,8.2
Columbia County,Arkansas,74.6943200936668,05,027,16.3
Conway County,Arkansas,75.4217186668425,05,029,8.8
Craighead County,Arkansas,76.2385197940168,05,031,13.1
Crawford County,Arkansas,75.686590417868,05,033,8.7
Crittenden County,Arkansas,72.9401979057682,05,035,9.3
Cross County,Arkansas,73.6904796145758,05,037,8.0
Dallas County,Arkansas,73.8830173656563,05,039,6.9
Desha County,Arkansas,73.3796780724682,05,041,6.5
Drew County,Arkansas,75.6904108101973,05,043,13.9
Faulkner County,Arkansas,76.9619590048966,05,045,15.3
Franklin County,Arkansas,75.1411510297566,05,047,9.5
Fulton County,Arkansas,75.5379827898365,05,049,6.6
Garland County,Arkansas,75.2570452248396,05,051,8.1
Grant County,Arkansas,75.6239859974003,05,053,8.1
Greene County,Arkansas,74.5331879883689,05,055,9.4
Hempstead County,Arkansas,75.2479397463284,05,057,8.6
Hot Spring County,Arkansas,75.1772664311386,05,059,8.8
Howard County,Arkansas,74.4354857160435,05,061,8.6
Independence County,Arkansas,75.5694409162232,05,063,8.9
